,name,labels
7775,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00065.png,2
4784,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00476.png,1
1205,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00372.png,0
6042,Fish_Dataset/Fish_Dataset/Trout/Trout/00568.png,7
2183,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00057.png,5
6125,Fish_Dataset/Fish_Dataset/Trout/Trout/00305.png,7
4224,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00464.png,1
7085,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00027.png,2
2012,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00288.png,5
4934,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00596.png,1
8084,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00764.png,8
3741,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00104.png,6
4004,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00689.png,1
7160,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00469.png,2
6228,Fish_Dataset/Fish_Dataset/Trout/Trout/00546.png,7
1102,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00085.png,0
2028,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00539.png,5
3626,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00636.png,6
8046,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00086.png,8
4864,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00648.png,1
8420,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00461.png,8
7496,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00475.png,2
5172,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00697.png,4
6367,Fish_Dataset/Fish_Dataset/Trout/Trout/00786.png,7
2221,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00509.png,5
4294,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00098.png,1
3019,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00136.png,6
7692,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00094.png,2
5834,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00266.png,4
8746,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00340.png,8
2884,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00575.png,5
8655,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00988.png,8
5570,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00171.png,4
1315,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00251.png,0
8345,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00211.png,8
1427,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00180.png,0
4167,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00146.png,1
2087,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00595.png,5
558,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00335.png,3
7812,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00794.png,2
1484,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00208.png,0
8501,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00843.png,8
5351,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00341.png,4
4197,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00281.png,1
4850,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00347.png,1
6714,Fish_Dataset/Fish_Dataset/Trout/Trout/00937.png,7
1614,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00659.png,0
2762,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00934.png,5
5869,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00973.png,4
7275,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00854.png,2
2222,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00141.png,5
296,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00412.png,3
4103,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00379.png,1
7281,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00842.png,2
7144,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00763.png,2
5138,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00943.png,4
4094,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00627.png,1
1166,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00521.png,0
933,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00326.png,3
8173,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00674.png,8
8229,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00422.png,8
4645,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00291.png,1
7197,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00281.png,2
3857,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00557.png,6
7340,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00812.png,2
5170,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00231.png,4
3170,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00231.png,6
3327,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00977.png,6
7113,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00825.png,2
8411,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00983.png,8
3242,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00383.png,6
553,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00651.png,3
1875,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00076.png,0
4578,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00099.png,1
2093,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00741.png,5
8837,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00866.png,8
5652,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00836.png,4
5038,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00021.png,4
2464,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00915.png,5
3652,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00836.png,6
5666,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00283.png,4
928,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00687.png,3
5043,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00013.png,4
8260,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00947.png,8
4965,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00565.png,1
6941,Fish_Dataset/Fish_Dataset/Trout/Trout/00658.png,7
943,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00034.png,3
1805,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00178.png,0
7971,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00334.png,2
5695,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00245.png,4
523,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00734.png,3
5310,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00001.png,4
2746,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00340.png,5
7302,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00676.png,2
1273,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00838.png,0
2072,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00639.png,5
7555,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00518.png,2
3206,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00237.png,6
4320,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00700.png,1
7310,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00001.png,2
1106,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00324.png,0
2178,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00800.png,5
1313,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00079.png,0
1771,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00301.png,0
1366,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00435.png,0
5763,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00015.png,4
5018,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00930.png,4
4827,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00616.png,1
2180,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00474.png,5
2275,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00854.png,5
7982,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00706.png,2
4348,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00411.png,1
4778,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00151.png,1
8494,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00035.png,8
6876,Fish_Dataset/Fish_Dataset/Trout/Trout/00671.png,7
365,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00298.png,3
5477,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00277.png,4
5153,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00115.png,4
8050,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00318.png,8
2926,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00024.png,5
2379,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00009.png,5
4525,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00077.png,1
7587,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00995.png,2
612,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00844.png,3
3609,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00556.png,6
1001,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00974.png,0
8386,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00795.png,8
2238,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00642.png,5
7164,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00985.png,2
790,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00129.png,3
4421,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00262.png,1
2357,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00532.png,5
4375,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00432.png,1
4668,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00817.png,1
5671,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00909.png,4
6526,Fish_Dataset/Fish_Dataset/Trout/Trout/00436.png,7
6511,Fish_Dataset/Fish_Dataset/Trout/Trout/00404.png,7
1815,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00862.png,0
3434,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00821.png,6
1831,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00528.png,0
4797,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00075.png,1
7647,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00344.png,2
2586,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00472.png,5
5987,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00920.png,4
2070,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00769.png,5
4136,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00716.png,1
2642,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00586.png,5
8688,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00624.png,8
2804,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00319.png,5
7494,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00035.png,2
5885,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00253.png,4
847,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00460.png,3
6600,Fish_Dataset/Fish_Dataset/Trout/Trout/00194.png,7
5356,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00496.png,4
566,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00186.png,3
4546,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00465.png,1
4595,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00487.png,1
687,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00189.png,3
435,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00757.png,3
6553,Fish_Dataset/Fish_Dataset/Trout/Trout/00651.png,7
8697,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00895.png,8
4269,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00481.png,1
2824,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00599.png,5
1897,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00604.png,0
7745,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00445.png,2
570,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00171.png,3
2349,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00978.png,5
876,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00671.png,3
6818,Fish_Dataset/Fish_Dataset/Trout/Trout/00899.png,7
8113,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00825.png,8
3576,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00456.png,6
2742,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00760.png,5
1389,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00168.png,0
4664,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00123.png,1
3778,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00151.png,6
6536,Fish_Dataset/Fish_Dataset/Trout/Trout/00431.png,7
1201,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00376.png,0
4970,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00850.png,1
1729,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00855.png,0
6719,Fish_Dataset/Fish_Dataset/Trout/Trout/00501.png,7
5426,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00571.png,4
5272,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00713.png,4
2967,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00200.png,5
757,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00393.png,3
8896,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00516.png,8
6681,Fish_Dataset/Fish_Dataset/Trout/Trout/00649.png,7
6269,Fish_Dataset/Fish_Dataset/Trout/Trout/00481.png,7
7510,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00932.png,2
7351,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00341.png,2
1191,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00513.png,0
7810,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00614.png,2
5882,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00218.png,4
5494,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00035.png,4
1372,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00707.png,0
3876,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00671.png,6
1099,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00569.png,0
4012,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00288.png,1
4573,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00030.png,1
177,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00068.png,3
4317,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00371.png,1
3665,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00048.png,6
2750,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00783.png,5
5853,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00400.png,4
3599,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00414.png,6
5595,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00487.png,4
3442,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00113.png,6
2339,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00602.png,5
108,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00443.png,3
8670,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00127.png,8
4235,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00685.png,1
7192,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00563.png,2
7427,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00180.png,2
4622,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00279.png,1
128,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00872.png,3
5455,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00149.png,4
2928,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00687.png,5
7217,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00037.png,2
4612,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00844.png,1
4910,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00954.png,1
8614,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00659.png,8
1776,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00681.png,0
2374,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00232.png,5
3042,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00568.png,6
161,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00029.png,3
891,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00719.png,3
5007,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00961.png,4
1021,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00893.png,0
6902,Fish_Dataset/Fish_Dataset/Trout/Trout/00258.png,7
219,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00536.png,3
644,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00497.png,3
3550,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00860.png,6
503,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00916.png,3
7222,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00141.png,2
1459,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00673.png,0
2522,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00219.png,5
2993,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00256.png,5
3440,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00165.png,6
4499,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00653.png,1
3923,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00343.png,6
5602,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00198.png,4
3888,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00327.png,6
476,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00039.png,3
5449,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00234.png,4
5618,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00870.png,4
3866,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00598.png,6
3943,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00034.png,6
1565,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00744.png,0
7743,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00960.png,2
3111,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00878.png,6
5154,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00691.png,4
386,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00795.png,3
4419,Fish_Dataset/Fish_Dataset/Gilt-Head Bream/Gilt-Head Bream/00827.png,1
1562,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00247.png,0
3426,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00571.png,6
2083,Fish_Dataset/Fish_Dataset/Sea Bass/Sea Bass/00766.png,5
3274,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00637.png,6
5977,Fish_Dataset/Fish_Dataset/Red Sea Bream/Red Sea Bream/00482.png,4
3600,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00194.png,6
7155,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00566.png,2
8075,Fish_Dataset/Fish_Dataset/Striped Red Mullet/Striped Red Mullet/00025.png,8
6179,Fish_Dataset/Fish_Dataset/Trout/Trout/00894.png,7
453,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00263.png,3
7839,Fish_Dataset/Fish_Dataset/Hourse Mackerel/Hourse Mackerel/00768.png,2
3110,Fish_Dataset/Fish_Dataset/Shrimp/Shrimp/00345.png,6
987,Fish_Dataset/Fish_Dataset/Red Mullet/Red Mullet/00920.png,3
1992,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00221.png,0
1466,Fish_Dataset/Fish_Dataset/Black Sea Sprat/Black Sea Sprat/00808.png,0
